name,location,total_price,Nbr_of_nights,Nbr_of_persons,room_type,beds,rating,rating_title,number_of_ratings,distance_from_centre,start_date,end_date,breakfast_inclusion,free_cancellation,url
Spacious 3-rooms with garden close to Lille,Lille Sud, 1604,30,2,Apartment,2 double beds,7,Good,5 reviews,3.6 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/spacious-3-rooms-with-garden-close-to-lille.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=488831402_265509069_4_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=31&highlighted_blocks=488831402_265509069_4_0_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=488831402_265509069_4_0_0__160422&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Studio Aurore,Fives, 1607,30,2,One-Bedroom Apartment,"2 beds(1 double, 1 sofa bed)",,,,1.5 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studio-aurore.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=672121301_275124921_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=32&highlighted_blocks=672121301_275124921_2_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=672121301_275124921_2_0_0__160679&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
BeffrÔi - Cosy studio close to stations and old city - Welkeys,Lille Centre, 1649,30,2,Studio,1 large double bed,7.7,Good,4 reviews,450 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/beffroi-cozy-studio-close-to-stations-and-old-city-welkeys.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=546219502_265504715_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=33&highlighted_blocks=546219502_265504715_2_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=546219502_265504715_2_0_0__164886&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Little Suite - Westhoek,Vieux Lille, 1650,30,2,Apartment,"2 beds(1 sofa bed, 1 large double)",8.9,Fabulous,5 reviews,1.2 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/little-suite-westhoek.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=168595501_90450385_4_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=34&highlighted_blocks=168595501_90450385_4_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=168595501_90450385_4_0_0__165000&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart Hôtel Lille PAO,Lille Centre, 1650,30,2,Apartment,"2 beds(1 sofa bed, 1 large double)",,,,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appart-lille-pao.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=377908801_123225570_0_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=35&highlighted_blocks=377908801_123225570_0_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=377908801_123225570_0_0_0__165000&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Little Suite - Coline,Vieux Lille, 1650,30,2,Apartment,"2 beds(1 sofa bed, 1 large double)",,,,900 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/little-suite-coline.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=113463401_192196016_4_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=36&highlighted_blocks=113463401_192196016_4_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=113463401_192196016_4_0_0__164999&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old Town Nice functional and cozy studio for 2pers,Vieux Lille, 1651,30,2,Studio,1 double bed,6.7,Review score,3 reviews,450 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieux-lille-studio-cosy-tout-equipe.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=646357602_265543321_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=37&highlighted_blocks=646357602_265543321_2_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=646357602_265543321_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1651,30,2,Apartment,1 double bed,,,,750 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-centre-superbe-studio-cozy-et-equipe-lille12.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641917802_265477906_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=38&highlighted_blocks=641917802_265477906_2_0_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=641917802_265477906_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Vieux Lille, 1651,30,2,Apartment,1 double bed,,,,200 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-cozy-flat-for-2-pers.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641816802_265477919_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=39&highlighted_blocks=641816802_265477919_2_0_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=641816802_265477919_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Vieux Lille - Nice cozy and functional studio !,Vieux Lille, 1651,30,2,Apartment,1 double bed,,,,650 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieux-lille-beau-studio-cosy-et-fonctionnel.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641491202_265483838_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=40&highlighted_blocks=641491202_265483838_2_0_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=641491202_265483838_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1651,30,2,Studio,1 double bed,,,,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-hypercentre-joli-studio-cozy-et-equipe.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641817102_265477916_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=41&highlighted_blocks=641817102_265477916_2_0_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=641817102_265477916_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Vieux Lille, 1651,30,2,Apartment,1 double bed,,,,250 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-studio-cozy-et-equipe.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641681302_265482546_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=42&highlighted_blocks=641681302_265482546_2_0_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=641681302_265482546_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old Town - Nice and cozy studio for 2pers,Vieux Lille, 1651,30,2,Apartment,1 double bed,,,,350 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-studio-cozy-et-fonctionnel.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641686402_265481189_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=43&highlighted_blocks=641686402_265481189_2_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=641686402_265481189_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old Town Nice functional and cozy studio for 2pers,Vieux Lille, 1651,30,2,Studio,1 double bed,,,,500 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/joli-studio-au-coeur-du-vieux-lille.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641835002_265477924_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=44&highlighted_blocks=641835002_265477924_2_0_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=641835002_265477924_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1651,30,2,Apartment,1 double bed,,,,600 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/hypercentre-gares-superbe-studio-cozy-lille.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641862002_265477876_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=45&highlighted_blocks=641862002_265477876_2_0_0&hpos=20&no_rooms=1&sr_order=price&sr_pri_blocks=641862002_265477876_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1651,30,2,Apartment,1 double bed,,,,600 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-hypercentre-gares-petite-suite.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641879302_265482545_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=46&highlighted_blocks=641879302_265482545_2_0_0&hpos=21&no_rooms=1&sr_order=price&sr_pri_blocks=641879302_265482545_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1651,30,2,Apartment,1 double bed,,,,350 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-studio-cozy-et-equipe-lille.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=642545902_265477926_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=47&highlighted_blocks=642545902_265477926_2_0_0&hpos=22&no_rooms=1&sr_order=price&sr_pri_blocks=642545902_265477926_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Wazemmes, 1651,30,2,Apartment,1 double bed,,,,1.6 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-centre-superbe-studio-cozy-pour-2.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=641686602_265481262_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=48&highlighted_blocks=641686602_265481262_2_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=641686602_265481262_2_0_0__165066&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Vieille BÔurse - Cosy studio close to stations and old city - Welkeys,Lille Centre, 1659,30,2,Studio,1 double bed,8.8,Fabulous,3 reviews,450 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieille-bourse-cozy-studio-close-to-stations-and-old-city-welkeys.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=546220502_265506353_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=49&highlighted_blocks=546220502_265506353_2_0_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=546220502_265506353_2_0_0__165880&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Hypercentre Gares - Superbe studio équipé,Lille Centre, 1688,30,2,Apartment,1 double bed,,,,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-hypercentre-gares-superbe-studio-equipe-lille.en-gb.html?aid=356980&sid=fa710df3e37635a8b34abc08343a01a0&all_sr_blocks=674818002_275789841_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=50&highlighted_blocks=674818002_275789841_2_0_0&hpos=25&no_rooms=1&sr_order=price&sr_pri_blocks=674818002_275789841_2_0_0__168818&srepoch=1605067039&srpvid=93ed1bcf82e00050&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Grand place - Studio cozy et équipé,Lille Centre, 1688,30,2,Studio,1 double bed,,,,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-studio-cozy-et-equipe-lille1.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=655319002_268774470_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=51&highlighted_blocks=655319002_268774470_2_0_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=655319002_268774470_2_0_0__168818&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Hypercentre Gares - Superbe studio équipé,Lille Centre, 1688,30,2,Apartment,1 double bed,,,,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-hypercentre-gares-superbe-studio-equipe.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=674817902_275789839_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=52&highlighted_blocks=674817902_275789839_2_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=674817902_275789839_2_0_0__168818&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming typical flat in the old town !,Vieux Lille, 1688,30,2,Apartment,1 double bed,,,,200 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/charming-typical-flat-in-the-old-town.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=641258602_265477888_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=53&highlighted_blocks=641258602_265477888_2_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=641258602_265477888_2_0_0__168818&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Welkeys - La Terrazza,Lille Centre, 1711,30,2,Apartment,"2 beds(1 single, 1 double)",7.4,Good,17 reviews,500 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/welkeys-la-terrazza.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=380886301_135834507_3_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=54&highlighted_blocks=380886301_135834507_3_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=380886301_135834507_3_0_0__171127&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart Lille Centre,Fives, 1732,30,2,Studio Apartment,"3 beds(2 sofa beds, 1 large double)",5.9,Review score,541 reviews,1.9 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appart-lille-centre.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=229616802_142525010_2_1_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=55&highlighted_blocks=229616802_142525010_2_1_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=229616802_142525010_2_1_0__173200&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Palais RinÔur - Cosy studio close to stations and Old City - Welkeys,Lille Centre, 1769,30,2,Studio,1 double bed,8,Very good,7 reviews,450 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/palais-rinour-cozy-studio-close-to-stations-and-old-city-welkeys.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=546215702_265507778_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=56&highlighted_blocks=546215702_265507778_2_0_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=546215702_265507778_2_0_0__176864&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
appartement Fiens,Lille Centre, 1770,30,2,Standard Apartment,,8.5,Very good,31 reviews,400 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-fiens.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=340170801_264804479_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=57&highlighted_blocks=340170801_264804479_2_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=340170801_264804479_2_0_0__177000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Ôpera - Cozy flat close to stations and old city - Welkeys,Lille Centre, 1779,30,2,Studio,1 double bed,7.6,Good,3 reviews,450 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/opera-cozy-flat-close-to-station-and-old-city-welkeys.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=546215902_265504716_2_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=58&highlighted_blocks=546215902_265504716_2_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=546215902_265504716_2_0_0__177858&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Bright and modern flat at the heart of Lille - Welkeys,Wazemmes, 1791,30,2,Apartment,"3 beds(2 singles, 1 sofa bed)",,,,1.4 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/bright-and-modern-flat-at-the-heart-of-lille-welkeys.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=603265702_265507557_4_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=59&highlighted_blocks=603265702_265507557_4_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=603265702_265507557_4_0_0__179111&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Grand Hotel Bellevue - Grand Place,Lille Centre, 1800,30,2,Deluxe Double Room,Multiple bed types,8.8,Fabulous,"1,338 reviews",100 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/grandhotelbellevue.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=5028805_93699198_2_2_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=60&highlighted_blocks=5028805_93699198_2_2_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=5028805_93699198_2_2_0__180000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
StudioLille - Rue d'Anvers,Wazemmes, 1800,30,2,Studio - Split Level,1 double bed,8.6,Fabulous,23 reviews,1.1 km,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studiolille-rue-d-39-anvers.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=140026703_134447068_0_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=61&highlighted_blocks=140026703_134447068_0_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=140026703_134447068_0_0_0__180000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
StudioLille - Happy,Wazemmes, 1800,30,2,Studio Apartment,"2 beds(1 double, 1 sofa bed)",8.3,Very good,18 reviews,950 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studiolille-happy.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=170040901_119726064_0_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=62&highlighted_blocks=170040901_119726064_0_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=170040901_119726064_0_0_0__180000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
StudioLille - Beaux-Arts,Lille Centre, 1800,30,2,Studio Apartment,1 double bed,8.4,Very good,4 reviews,750 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studiolille-beaux-arts.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=169994601_127285845_0_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=63&highlighted_blocks=169994601_127285845_0_0_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=169994601_127285845_0_0_0__180000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Little Suite - Antonin,Lille Centre, 1800,30,2,Appartment (4 adults),"2 beds(1 double, 1 sofa bed)",,,,500 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/little-suite-antonin.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=49380101_109928934_0_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=64&highlighted_blocks=49380101_109928934_0_0_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=49380101_109928934_0_0_0__180000&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Nice and cozy flat in the heart of the Old Town - 3pers,Vieux Lille, 1838,30,2,Apartment,"2 beds(1 double, 1 sofa bed)",,,,350 m,Tuesday 1 December 2020,Thursday 31 December 2020,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieux-lille-superbe-appartement-rue-chats-bossus.en-gb.html?aid=356980&sid=1211a4fcedb0e772672066a3523fc7a1&all_sr_blocks=641508602_265481172_3_0_0&checkin=2020-12-01&checkout=2020-12-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=65&highlighted_blocks=641508602_265481172_3_0_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=641508602_265481172_3_0_0__183824&srepoch=1605067043&srpvid=78ee1bd15f200023&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
